# Switch — blawar/titledb (full title IDs)
0100c8801a6d2000,Psychophonies: What Ghosts Say
0100c8801a832000,UDO: Unidentified Drilling Object
0100c88027956000,Samurai Obby
0100c8900dc54000,Deer Drive Legends
0100c890159aa000,Kosmonavtes: Escape Reality
0100c89017d08000,Cyber Protocol Prologue
0100c89017d09001,Zone B
0100c89017d09002,Zone C
0100c89017d09003,Zone D
0100c89017d09004,Zone E
0100c89017d09005,Zone F
0100c89017d09006,Zone G
0100c89017d09007,Zone H
0100c89017d09008,Zone I
0100c89017d09009,Zone J
0100c8a014bb0000,Colorfall
0100c8a01bb2a000,Spirit Hunter: Death Mark II
0100c8a01c256000,Sokobalien
0100c8a023910000,The Aquarium does not dance
0100c8a025544000,Snapshot Girls 3
0100c8b00c4ae000,SpeedRunners
0100c8b00c4af001,SpeedRunners: FortKnight's Fast Faction
0100c8b00c4af002,SpeedRunners: Mr. Quick's Speedy Bunch
0100c8b00c4af003,SpeedRunners: Salem's Sprint Squad
0100c8b00c4af004,SpeedRunners: Trails Pack
0100c8b00c4af005,SpeedRunners: Civil Dispute! Character Pack
0100c8b00d2be000,Radical Rabbit Stew
0100c8b012dea000,Temtem
0100c8b012deb001,Temtem Deluxe Cosmetics
0100c8b0153ce000,Pictooi
0100c8b01546c000,Ball laB
0100c8b01f792000,MODEL Debut3 #nicola
0100c8b021b2e000,COSMIC FANTASY3
0100c8b022646000,The Hundred Line -Last Defense Academy- Digital Art Book
0100c8b023378000,Countless Army
0100c8c00fa10000,Serious Scramblers
0100c8c0163e2000,Splatter
0100c8c01c75c000,Matchbox™ Driving Adventures
0100c8c0243c0000,Sugoi Girls: Wolf Romance
0100c8c027dcc000,Rat Protocol
0100c8d01f9fa000,POPUCOM
0100c8d01f9fb001,Too Many Clothes Pack
0100c8d01f9fb003,POPUCOM X ARKNIGHTS Collab Outfit Pack
0100c8d026922000,Anime Girls: Shanghai Romance
0100c8d026b78000,Hentai Balls 3D: Triple Trouble
0100c8e0083c4000,Japanese Mah-jongg
0100c8e00bdce000,Season Match 3: Curse of the Witch Crow
0100c8e00f50a000,Asdivine Kamura
0100c8e00f50b001,Experience x3 - Asdivine Kamura
0100c8e00f50b002,GP x3 - Asdivine Kamura
0100c8e00f50b003,Experience & GP x2 - Asdivine Kamura
0100c8e00f50b004,Damage x2 - Asdivine Kamura
0100c8e01dd16000,Europa
0100c8e023e54000,Rocket Strike: Deep Space
0100c8e0269ec000,Deathground Simulator
0100c8e026fce000,Sakura Peak
0100c8f01c018000,Crypto Miner Tycoon Simulator
0100c8f02354e000,Candylands Journey
0100c8f024630000,Yosei Wars
0100c8f026e54000,Call of Beauty
0100c9001384e000,Hotel Transylvania: Scary-Tale Adventures
0100c900194b4000,Sonic Frontiers: Digital Art Book with Mini Digital Soundtrack
0100c9001e10c000,The Town of Nie
0100c9100b06a000,SmileBASIC 4
0100c9100fae2000,Depixtion
0100c9100fae3001,Depixtion: Halloween
0100c91020dfa000,Ecchi Oppai
0100c91020dfb001,Ecchi Oppai: Fantasy DLC
0100c91020dfb002,Ecchi Oppai: Uniforms DLC
0100c91020dfb003,Ecchi Oppai: Fusion DLC
0100c91021a84000,Rebus Rush
0100c91022404000,Can I crash at your place? おしかけねーちゃん
0100c920092b0000,Energy Balance
0100c9200a9c2000,Carcassonne
0100c9200a9c3003,Carcassonne - Inns & Cathedrals
0100c9200a9c3004,Carcassonne - Traders & Builders
0100c9200a9c3005,Carcassonne - The Princess and The Dragon
0100c9200a9c3006,Carcassonne - Winter & Gingerbread Man
0100c9200f09a000,Pool Slide Story
0100c9201e2ac000,Paw Paw Destiny
0100c9202506a000,Gas Station: Idle Simulator
0100c920270aa000,Clover Reset
0100c9301248e000,Balloon Pop for Toddlers & Kids - Learn Numbers, Letters, Colors & Animals
0100c9301aa56000,UltraGoodness
0100c9301f498000,NINJA SLAYER NEO-SAITAMA IN FLAMES
0100c930212a6000,Anne's Zombie Odyssey
0100c9302744c000,Solitaire Legends – Card Masters
0100c94015cba000,Underland
0100c94016020000,Scrapnaut
0100c9401b946000,Rusted Moss
0100c940206cc000,Sinister Mansion
0100c9501853a000,Fillit
0100c9501bb34000,Crashy Laps
0100c960041dc000,Levels+ : Addictive Puzzle Game
0100c9600a88e000,PICROSS S2
0100c9600d028000,Monster Prom: XXL
0100c96013f84000,Math Gym
0100c9601e5a8000,Z War Apocalypse Shooter
0100c96024fda000,Dead Charge
0100c96025974000,Five Nights with Tung Tung Sahur
0100c970269e0000,MotionRec
0100c97026eac000,EGGCONSOLE ADVENTURE OF RANDAR MSX2
0100c9800a454000,GALAK-Z: Variant S
0100c98016f64000,VED
0100c9801cf1a000,Dreams of a Geisha
0100c9801fee6000,Yakuza Kiwami
0100c98023684000,Artifact Seekers
0100c9802542c000,Dunk Trickster 2
0100c98025ad4000,ZOO MANAGER SIMULATOR
0100c990102a0000,Adventure Pinball Bundle
0100c99024ede000,Mega Man Star Force Legacy Collection
0100c99024edf001,Mega Man Star Force Legacy Collection – Geo Stelar and Omega-Xis Character Model Pack
0100c99024edf003,Mega Man Star Force Legacy Collection – Sonia Strumm and Luna Platz Character Model Pack
0100c9a00952a000,Manticore - Galaxy on Fire
0100c9a00b60a000,Mercury Race
0100c9a00d124000,Super Phantom Cat: Remake
0100c9a00ece6000,Nintendo 64™ – Nintendo Classics
0100c9a01a7fe000,Steal It
0100c9b00d422000,Ping Pong Trick Shot EVOLUTION
0100c9b00eaee000,Spice and Wolf VR
0100c9b017c32000,Axolotl
0100c9b01a416000,Astro Duel 2
0100c9b021b9a000,Under the Sea: A Hidden World of Wonders
0100c9c00e25c000,Mario Golf™: Super Rush
0100c9c0178a6000,Harmonia
0100c9c01e960000,Romance MD: Always On Call
0100c9c01f946000,Dreamed Away
0100c9c022fc2000,Fast & Furious: Arcade Edition
0100c9c0240c6000,Animal Kingdom 3
0100c9d00f264000,Real Time Battle Shogi Online
0100c9d015756000,The Pizza Delivery Boy Who Saved the World
0100c9d020abc000,Eden Survivors
0100c9d025cd4000,Kick It to Stickman
0100c9e00f54c000,Air Missions: HIND
0100c9e00fd62000,Farabel
0100c9e01af6c000,Finally, in Love Again
0100c9e01ba72000,Legends of the Eternal Flame
0100c9e01d92e000,Woodturning 3D
0100c9e01d92f001,Woodturning 3D: Arts & Crafts
0100c9f009f7a000,Xenoblade Chronicles 2: Torna ~ The Golden Country
0100c9f00aaee000,ASCENDANCE
0100c9f00bc50000,Realpolitiks
0100c9f017bf0000,Let's Sing ABBA
0100c9f018a9e000,Dogfight
0100c9f01b526000,The Jackbox Party Pack 10
0100c9f020aea000,EGGCONSOLE GUARDIC MSX
0100c9f0236a0000,Digging A Hole 2025
0100ca000c682000,Shift Quantum Demo
0100ca0013836000,Spy Fox in "Dry Cereal"
0100ca0018c52000,Resident Evil Village Cloud
0100ca0018c53003,Extra Content Shop All Access Voucher
0100ca0018c53005,Winters' Expansion
0100ca0018c53006,Street Wolf Outfit
0100ca00236a6000,Steel Hail
0100ca100489c000,The Escapists 2
0100ca100489d001,The Escapists 2 - The Glorious Regime
0100ca100489d002,The Escapists 2 - Wicked Ward
0100ca100489d003,The Escapists 2 - Big Top Breakout
0100ca100489d004,The Escapists 2 - Dungeons and Duct Tape
0100ca100c0ba000,Color Zen
0100ca100c0bb001,Reflection Mode
0100ca100c0bb002,Serenity Mode
0100ca100c0bb003,Nature Mode
0100ca100c0bb004,Add 3 more skips for each mode
0100ca100c0bb005,Add 5 more skips for each mode
0100ca100c0bb006,Add 7 more skips for each mode
0100ca1015b4c000,Hundred Days - Winemaking Simulator
0100ca1027154000,Cherry Girls vs Zombie Carnage: Brutal Anime Kawaii
0100ca200dc6e000,Arcade Archives WATER SKI
0100ca200ee70000,Epic Clicker Journey
0100ca2014a0a000,Ravva and the Cyclops Curse
0100ca201683e000,Lacuna
0100ca201ab16000,Arcade Archives REZON
0100ca201dd14000,Project Roll
0100ca300c5ba000,Demetrios Demo
0100ca3014ade000,Umurangi Generation Special Edition
0100ca30174ea000,Royal Frontier
0100ca3018ea4000,Undungeon
0100ca301b790000,Guns and Spurs 2
0100ca302044e000,Drift Legends 2
0100ca30235e6000,Battle Train
0100ca30235e7001,Battle Train - Revenge of the Puffin
0100ca400b6d0000,BQM -BlockQuest Maker-
0100ca400b6d1001,1st DLC "Samurai Era"
0100ca400b6d1002,2nd DLC "Cyber Century"
0100ca401bea2000,Silent Paws
0100ca401c820000,UNDEMON
0100ca401deb6000,Slimeboo
0100ca4022140000,City of Springs
0100ca4025a78000,Jurassic Island: The Legend of Makumaku
0100ca500756c000,Fossil Hunters
0100ca500c90c000,Goodbye Deponia
0100ca501bf66000,30 Sport Games in 1
0100ca501eb1a000,Finding America: The West Collector's Edition
0100ca6009888000,VERTICAL STRIKE ENDLESS CHALLENGE
0100ca601d134000,Nyanzou & Kumakichi Let's make a flower garden
0100ca6023a36000,SCP: Control Error
0100ca6028c66000,Too Accurate to Be Scary...Your True Feelings Revealed by This Image
0100ca7012cd6000,Hide & Dance!
0100ca7018712000,The Psychoduck
0100ca701a6f0000,Antigravity Racing
0100ca800f9b2000,Sherlock Holmes The Awakened
0100ca800f9b3001,Sherlock Holmes The Awakened - The Sleuth's Attire
0100ca800f9b3002,Sherlock Holmes The Awakened - The Whispered Dreams Side Quest Pack
0100ca8022ab0000,Anime Waifu Simulator: Sakura Garden
0100ca8022ab1001,Anime Waifu Simulator: Girls Passion
0100ca8022ab1002,Anime Waifu Simulator: Sakura Spirit Songs
0100ca8022ab1003,Anime Waifu Simulator: Sakura Coin Pack
0100ca9002322000,SteamWorld Dig 2
0100ca9014a04000,.hack//G.U. Last Recode
0100ca901aa9c000,Penny’s Big Breakaway
0100ca9020522000,A Good Gardener
0100ca902114e000,D.C. Re:tune
0100ca9022872000,Car Stunt Hero Simulator 2025
0100caa01084a000,Rebel Galaxy Outlaw
0100caa0132d2000,C14 Dating
0100caa018828000,Temp Zero
0100caa01e1c8000,Sweets Drop
0100caa0216f2000,Spray Paint Simulator
0100caa025ee6000,Train Your Brain! Spot the Difference with space Photos
0100cab006f54000,Octodad: Dadliest Catch
0100cab00b4e4000,Pub Encounter
0100cab00fdc4000,Lots of Slots
0100cab012fcc000,Dungeon Limbus
0100cab017bc0000,ELO 1100 Chess
0100cab01ea6e000,Arcade Archives Rastan Saga II
0100cac011f46000,Skyland Rush - Air Raid Attack
0100cac015a8a000,Crisis Wing
0100cac01c2e4000,Mighty Morphin Power Rangers: Rita's Rewind
0100cac01c3ec000,Grace of Letoile
0100cac01c3ed001,Experience x3 - Grace of Letoile
0100cac01c3ed002,No Encounters - Grace of Letoile
0100cac01c3ed003,Damage x2 - Grace of Letoile
0100cac01c78a000,Adam Wolfe
0100cad011462000,Path of Giants
0100cad01d89a000,Operation: Tango
0100cad02511c000,Cross Pix 3
0100cae00eb02000,House Flipper
0100cae00eb03001,House Flipper: Garden DLC
0100cae00eb03002,House Flipper: Pets DLC
0100cae00eb03003,House Flipper: Farm DLC
0100cae01021a000,The TakeOver
0100cae01598c000,Humongous Classic Collection
0100cae019c04000,Radiantflux Hyperfractal 4.0
0100cae019c05001,Cowboy Poker
0100cae019c05002,Interactive Science Fiction
0100cae020a50000,Find-o'-Lantern
0100cae023eae000,Sherlock Spot DX
0100cae025e80000,EGGCONSOLE PUYO PUYO MSX2
0100caf001dbe000,ACA NEOGEO FATAL FURY 2
0100caf00b744000,Valkyria Chronicles
0100caf013ae6000,GRISAIA PHANTOM TRIGGER 5.5
0100caf015c32000,Sports & Adventure Pinball
0100caf01cd22000,Ace Robot Combat
0100caf01e1ce000,Sweet Home: Look and Find Collector's Edition
0100cb000a142000,Phoenix Wright: Ace Attorney Trilogy
0100cb00125b6000,Table Tennis
0100cb0018acc000,Faith & Shield :Tower Defense Space Wars Game 2022
0100cb001e56a000,Lost Lands: Stories of the First Brotherhood
0100cb001f07e000,Stellarons Superstars: Detectives of the Scarlet Horizons
0100cb0022ff6000,Highway Bikers: Moto Racing Simulator
0100cb0022ff7001,Highway Bikers: Moto Racing Simulator Rule The Road
0100cb0022ff7002,Highway Bikers: Moto Racing Simulator CASH PACK
0100cb0022ff7003,Highway Bikers: Moto Racing Simulator DESERT DREAM
0100cb10089de000,Party Crashers
0100cb100d17a000,Tales From Space: Mutant Blobs Attack
0100cb2001db8000,ACA NEOGEO GAROU: MARK OF THE WOLVES
0100cb20192fe000,Coloring Pixels: Collection 2
0100cb201ee48000,Hentai Solitaire
0100cb201ee49001,Cards Pack 1
0100cb201ee49002,Cards Pack 2
0100cb201ee49003,Themes Pack
0100cb3017582000,Pro Gymnast Simulator
0100cb301b1c8000,Quick Race
0100cb3021a1a000,The Golden Eagle
0100cb3022230000,Ringo's Roundup
0100cb3024944000,Ecchi Breaker
0100cb3024945001,Ecchi Breaker: Brave DLC
0100cb3024945002,Ecchi Breaker: Active DLC
0100cb3024945003,Ecchi Breaker: Strong DLC
0100cb3024945004,Ecchi Breaker: Playful DLC
0100cb3028548000,Criminal Profile Who’s the Culprit?!
0100cb400bc68000,Trove
0100cb400e9bc000,STEINS;GATE: My Darling's Embrace
0100cb40153ae000,Funny Farm Animal Jigsaw Puzzle Game for Kids and Toddlers
0100cb401e114000,Electronics Puzzle Lab
0100cb4027124000,Game With Balls
0100cb5009a2c000,RAZED
0100cb500ce76000,Fishing: Barents Sea Complete Edition
0100cb500ce77001,Fishing: Barents Sea Line and Net Ships
0100cb500ce77002,Fishing: Barents Sea King Crab
0100cb50107ba000,Truck Driver
0100cb50107bb001,Truck Driver - Hidden Places & Damage System DLC
0100cb50107bb002,Truck Driver - USA Paint Jobs DLC
0100cb50107bb003,Truck Driver - French Paint Jobs DLC
0100cb50107bb004,Truck Driver - German Paint Jobs DLC
0100cb50107bb005,Truck Driver - UK Paint Jobs DLC
0100cb50107bb006,Truck Driver - Heading North DLC
0100cb501eba4000,Monolith
0100cb5023ab0000,Winter Games Collection + Advent Calendar
0100cb60163c0000,Rogue Sentry
0100cb601a306000,The Intership
0100cb6025c96000,Farming Simulator - Grow a Garden 2025
0100cb7015ac4000,Arcade Archives LIBBLE RABBLE
0100cb7025906000,Planet Romance Girls: Conquer the Zodiac Horoscope
0100cb70280d4000,Death Attraction
0100cb800b07e000,NOT A HERO: SUPER SNAZZY EDITION
0100cb801e90a000,Guardians of Time: The Chronicles of Chronos
0100cb801ee46000,Exit Slum 11
0100cb900b498000,Eternum Ex
0100cb9018f5a000,Another Code™: Recollection
0100cb90204bc000,NBA BOUNCE
0100cb90204bd001,NBA BOUNCE: Retro Party Pack
0100cb902063a000,EGGCONSOLE MURDER CLUB PC-8801
0100cba018b56000,Mojito the Cat
0100cba018b57001,Animals
0100cba018b57002,Halloween
0100cba018b57003,Sushi
0100cba018b57004,Christmas
0100cba018b57005,Easter
0100cba0191f4000,Crypto Mining Simulator - Ultimate Trading Strategy Tycoon Craft & Idle Game 3D
0100cba023a20000,Hotel Simulator
0100cbb0070ee000,Green Game: TimeSwapper
0100cbb020a38000,Time Travel: Escape Room Game
0100cbb02357e000,Zombies Overloaded
0100cbc018546000,Super Dungeon Maker
0100cbc018547002,Super Dungeon Maker - Pets Pack
0100cbc02600c000,Brave Rounds
0100cbd012cf4000,Mina & Michi
0100cbd012fb6000,All Walls Must Fall
0100cbd01569c000,The Rewinder
0100cbd01569d001,The Rewinder-Root of Evil
0100cbd016a12000,Nirvana
0100cbd016a13001,Nirvana : Relax Mode
0100cbd01ac72000,Birds and Blocks 2
0100cbd021c70000,Gal Guardians: Servants of the Dark
0100cbd021c71001,Gal Guardians: Servants of the Dark - Demon Maid's Trusty Tools Set
0100cbe004e6c000,Syberia 3
0100cbe0224ba000,The Fairy's Secret
0100cbe0227a4000,Medieval Supermarket Shop Simulator
0100cbe0227a5001,Medieval Supermarket Shop Simulator Coin Pack
0100cbe0227a5002,Medieval Supermarket Shop Simulator Songs Pack
0100cbe0243ee000,Neko Gelato
0100cbe0243ef001,Frosty Journey 1
0100cbe0243ef002,Frosty Journey 2
0100cbe0243ef003,Frosty Journey 3
0100cbe025c6a000,Summer Unpacked
0100cbf0115f2000,Valfaris & Slain Double Pack
0100cbf013b94000,Mia's Picnic
0100cbf017c34000,Goroons
0100cbf01869c000,Super Toy Cars 1 & 2 Bundle
0100cbf018c4a000,Speedgunner Ultra
0100cbf022e18000,NBA 2K26
0100cc000da44000,Please, Don't Touch Anything: Classic
0100cc00102b4000,Tony Hawk's™ Pro Skater™ 1 + 2
0100cc00102b5001,Tony Hawk's™ Pro Skater™ 1 + 2 - Digital Deluxe Content
0100cc00102b5003,Tony Hawk’s™ Pro Skater™ 1 + 2 - The United Pack
0100cc00102b5004,Tony Hawk’s™ Pro Skater™ 1 + 2 - The Birdman Pack
0100cc0010a46000,Ego Protocol: Remastered
0100cc001369e000,Give It Up! Bouncy
0100cc001d1a0000,Flap Legends
0100cc0023eb2000,Recycling Center Simulator
0100cc0026b18000,Evil Cat Simulator vs Granny
0100cc0027eda000,Zoo Orbs: Safari
0100cc1010464000,Nowhere Prophet
0100cc101cb00000,Burning Secrets - A Bara Visual Novel
0100cc101e80e000,Night Reverie
0100cc2001c6c000,Battle Chef Brigade Deluxe
0100cc2014240000,Super Glitch Dash
0100cc201bc2a000,Link Twin
0100cc201ce1c000,FALL CARS - Ultimate Car Battle
0100cc201d8ee000,Nathan Jones and The Empty Century
0100cc202737c000,Do You Really Know About Soccer?
0100cc3014886000,The Caligula Effect 2
0100cc301488700a,3 Stigmas & 3 Battle Tracks
0100cc301488700b,2 Stigmas: ★Invisible Melodies and ★Audible Colors
0100cc301488700c,Stigma: ★Secret Malice
0100cc301488700d,Stigma: ★Femme Fatale
0100cc301488700e,Stigma: ★Lunatic Plus
0100cc301488700f,Stigma: ★Walpurgisnacht
0100cc3014887010,Stigma: ★Sweet Egoism
0100cc3014887011,Stigma: ★Misery Syndrome
0100cc3014887012,Stigma: ★Camaraderie
0100cc3014887013,Stigma: ★Pure Voice
0100cc3014887014,Stigma: ★Yamato Spirit
0100cc3014887015,Stigma: ★Box of Happiness
0100cc3014887016,Battle Track Set
0100cc3014887017,Stigma Set
0100cc3014887018,"Peter Pan Syndrome" Battle Track
0100cc3014887019,"Tokimeki*Reverie" Battle Track
0100cc301488701a,"Love Scope" Battle Track
0100cc30149b8000,Let's Sing 2022
0100cc30149b9001,Let's Sing 2022 Party Classics Vol. 1 Song Pack
0100cc30149b9002,Let's Sing 2022 Best of 80's Vol. 1 Song Pack
0100cc30149b9003,Let's Sing 2022 Chart Hits Song Pack
0100cc30149b9004,Let's Sing 2022 Party Classics Vol. 2 Song Pack
0100cc30149b9005,Let's Sing 2022 Legendary Hits Vol. 1 Song Pack
0100cc30149b9006,Let's Sing 2022 Best of 90's Vol. 1 Song Pack
0100cc30149b9007,Let's Sing 2022 Best of 80's Vol. 2 Song Pack
0100cc30149b9008,Let's Sing 2022 Best of 90's Vol. 2 Song Pack
0100cc30149b9009,Let's Sing 2022 Country Hits Song Pack
0100cc30149b900a,Let's Sing 2022 Best of 80's Vol. 3 Song Pack
0100cc30149b900b,Let's Sing 2022 Classic Rock Song Pack
0100cc30149b900c,Let's Sing 2022 International Songs
0100cc30149b9010,Let's Sing 2022 Legendary Hits Vol. 2 Song Pack
0100cc30149b9011,Let's Sing 2022 Best of 90's Vol. 3 Song Pack
0100cc3014c74000,Spirits of Xanadu
0100cc400dde8000,Realm Royale Reforged
0100cc4023e5c000,Turbo Circuit: Sports Car Racing
0100cc4025b5c000,EGGCONSOLE Crystal Chaser: Overlord's Orb of the Sky - Refined PC-9801
0100cc501a276000,Warp 7
0100cc501b4b6000,Horoscope Signs: Discover the meaning of your sign
0100cc5020c68000,Kakureza Library
0100cc5025158000,BUS SIM 25 - CITY SIMULATOR
0100cc600abb2000,Yonder: The Cloud Catcher Chronicles (Retail Only)
0100cc6013432000,Embr
0100cc60201f8000,Crime Opera II: The Floodgate Effect
0100cc6020d44000,Project 13: Taxidermy Trails
0100cc7009196000,Masters of Anima
0100cc700b2b4000,PixARK
0100cc7013f1a000,Cave Bad
0100cc701508e000,Arcade Archives POP FLAMER
0100cc701a36e000,Moe Waifu H
0100cc701df1e000,Sacre Bleu
0100cc70235b6000,Phantom Kiosk
0100cc702795a000,TwoOrThree
0100cc80013d6000,The Jackbox Party Pack 3
0100cc8011000000,Uncharted Tides: Port Royal
0100cc80140f8000,TRIANGLE STRATEGY™
0100cc80152c4000,Zoo Dentist
0100cc80152c5001,Extra Music Pack
0100cc9015360000,XEL
0100cc9015361001,XEL -Breaking Time
0100cc9015e30000,Prehistoric Life Puzzles
0100cc9021c58000,Kemono Teatime Design Works – Café Days
0100cca00edce000,FLYING GIRL STRIKER
0100cca015740000,Pixel Game Maker Series BLOCK SLIME CAVE
0100cca0208c0000,Colorizing: Good Times
0100cca025f26000,MarronRoman
0100ccb00cba8000,Gabbuchi
0100ccb012d4c000,Tribal Pass
0100ccb01b1a0000,COSMIC FANTASY COLLECTION
0100ccc0153f6000,Big Rumble Boxing: Creed Champions
0100ccc02128c000,The Abandoned Planet
0100ccc022c84000,Grief like a stray dog
0100ccd0073ea000,Ninjala
0100ccd0073eb001,Ninjala Story Pack: Chapter One
0100ccd0073eb002,Ninjala Story Pack: Chapter Two
0100ccd0073eb003,Ninjala Story Pack: Chapter Three
0100ccd0073eb004,Ninjala Story Pack: Chapter Four
0100ccd0073eb064,Ninjala: Crow Tengu Bundle DLC Pack
0100ccd0139ca000,Eternal Exodus
0100ccd018626000,Hot Lap League: Deluxe Edition
0100ccd01c1a8000,Toy Rider
0100ccd02648a000,Crystal Vale: Dino Escape
0100cce00a4f2000,Reigns: Kings & Queens
0100cce00ddb6000,Shoot 1UP DX
0100cce01e096000,Countryball Game
0100cce01ff74000,Cook For Love
0100cce01ff75001,Powder Red Blender
0100cce01ff75002,Colorful Stove
0100cce01ff75003,Wooden Fridge
0100ccf00f5bc000,Outpost Delta
0100ccf012e9a000,ENDER LILIES: Quietus of the Knights
0100ccf019c8c000,F-ZERO™ 99
0100ccf01a884000,Catgotchi: Virtual Pet
0100ccf01a885001,Color Set
0100ccf01b4ee000,Waifu Space Conquest
0100ccf020de2000,The Rocky Horror Show Video Game
